nb-points,sum-abs
318,1.0000000000000000e+00
319,1.0000000000000002e+00
320,1.0000000000000002e+00
321,9.9999999999999989e-01
322,1.0000000000000000e+00
323,1.0000000000000000e+00
324,1.0000000000000002e+00
325,1.0000000000000000e+00
326,1.0000000000000002e+00
327,1.0000000000000002e+00
328,1.0000000000000002e+00
329,1.0000000000000002e+00
330,1.0000000000000002e+00
331,1.0000000000000004e+00
332,9.9999999999999989e-01
333,1.0000000000000002e+00
334,9.9999999999999989e-01
335,9.9999999999999989e-01
336,1.0000000000000002e+00
337,1.0000000000000000e+00
338,9.9999999999999978e-01
339,1.0000000000000000e+00
340,9.9999999999999989e-01
341,1.0000000000000002e+00
342,9.9999999999999967e-01
343,1.0000000000000000e+00
344,1.0000000000000002e+00
345,9.9999999999999989e-01
346,9.9999999999999978e-01
347,1.0000000000000000e+00
348,9.9999999999999978e-01
349,1.0000000000000000e+00
350,1.0000000000000000e+00
351,9.9999999999999989e-01
352,1.0000000000000002e+00
353,9.9999999999999989e-01
354,1.0000000000000000e+00
355,9.9999999999999989e-01
356,1.0000000000000002e+00
357,1.0000000000000000e+00
358,9.9999999999999989e-01
359,1.0000000000000002e+00
360,1.0000000000000002e+00
361,1.0000000000000000e+00
362,9.9999999999999978e-01
363,9.9999999999999944e-01
364,1.0000000000000002e+00
365,9.9999999999999989e-01
366,9.9999999999999978e-01
367,1.0000000000000000e+00
368,9.9999999999999967e-01
369,1.0000000000000000e+00
370,1.0000000000000000e+00
371,9.9999999999999978e-01
372,9.9999999999999978e-01
373,9.9999999999999978e-01
374,1.0000000000000002e+00
375,1.0000000000000000e+00
376,1.0000000000000000e+00
377,1.0000000000000002e+00
378,9.9999999999999967e-01
379,1.0000000000000000e+00
380,9.9999999999999989e-01
381,9.9999999999999989e-01
382,1.0000000000000000e+00
383,1.0000000000000002e+00
384,1.0000000000000002e+00
385,1.0000000000000002e+00
386,1.0000000000000000e+00
387,1.0000000000000000e+00
388,1.0000000000000002e+00
389,1.0000000000000002e+00
390,9.9999999999999989e-01
391,9.9999999999999978e-01
392,9.9999999999999967e-01
393,1.0000000000000000e+00
394,1.0000000000000002e+00
395,1.0000000000000000e+00
396,9.9999999999999978e-01
397,9.9999999999999978e-01
398,1.0000000000000000e+00
399,1.0000000000000000e+00
400,9.9999999999999944e-01
401,1.0000000000000002e+00
402,1.0000000000000000e+00
403,1.0000000000000002e+00
404,9.9999999999999978e-01
405,9.9999999999999978e-01
406,9.9999999999999989e-01
407,9.9999999999999989e-01
408,1.0000000000000000e+00
409,1.0000000000000000e+00
410,9.9999999999999989e-01
411,9.9999999999999978e-01
412,9.9999999999999989e-01
413,9.9999999999999989e-01
414,1.0000000000000002e+00
415,1.0000000000000000e+00
416,1.0000000000000000e+00
417,1.0000000000000002e+00
418,9.9999999999999978e-01
419,1.0000000000000000e+00
420,1.0000000000000000e+00
421,1.0000000000000000e+00
422,1.0000000000000002e+00
423,1.0000000000000004e+00
424,1.0000000000000002e+00
425,9.9999999999999956e-01
426,1.0000000000000002e+00
427,1.0000000000000002e+00
428,1.0000000000000000e+00
429,9.9999999999999978e-01
430,1.0000000000000000e+00
431,1.0000000000000000e+00
432,1.0000000000000002e+00
433,9.9999999999999989e-01
434,1.0000000000000000e+00
435,9.9999999999999989e-01
436,1.0000000000000000e+00
437,1.0000000000000002e+00
438,9.9999999999999978e-01
439,9.9999999999999967e-01
440,9.9999999999999989e-01
441,9.9999999999999989e-01
442,1.0000000000000002e+00
443,1.0000000000000000e+00
444,9.9999999999999933e-01
445,9.9999999999999956e-01
446,1.0000000000000000e+00
447,1.0000000000000000e+00
448,1.0000000000000000e+00
449,1.0000000000000009e+00
450,1.0000000000000002e+00
451,1.0000000000000000e+00
452,1.0000000000000002e+00
453,1.0000000000000000e+00
454,1.0000000000000000e+00
455,9.9999999999999989e-01
456,1.0000000000000002e+00
457,1.0000000000000000e+00
458,1.0000000000000007e+00
459,1.0000000000000000e+00
460,1.0000000000000000e+00
461,1.0000000000000002e+00
462,1.0000000000000000e+00
463,9.9999999999999989e-01
464,9.9999999999999989e-01
465,9.9999999999999967e-01
466,1.0000000000000000e+00
467,9.9999999999999967e-01
468,1.0000000000000002e+00
469,9.9999999999999989e-01
470,1.0000000000000002e+00
471,9.9999999999999978e-01
472,9.9999999999999978e-01
473,9.9999999999999978e-01
474,9.9999999999999978e-01
475,1.0000000000000002e+00
476,1.0000000000000000e+00
477,1.0000000000000000e+00
478,9.9999999999999989e-01
479,1.0000000000000000e+00
480,9.9999999999999967e-01
481,1.0000000000000002e+00
482,1.0000000000000000e+00
483,1.0000000000000000e+00
484,1.0000000000000000e+00
485,1.0000000000000000e+00
486,1.0000000000000000e+00
487,9.9999999999999978e-01
488,1.0000000000000000e+00
489,9.9999999999999978e-01
490,9.9999999999999978e-01
491,1.0000000000000002e+00
492,1.0000000000000000e+00
493,1.0000000000000000e+00
494,1.0000000000000002e+00
495,9.9999999999999989e-01
496,1.0000000000000004e+00
497,1.0000000000000000e+00
498,1.0000000000000000e+00
499,1.0000000000000002e+00
500,9.9999999999999989e-01
